,Attr1,Attr2,Attr3,Attr6,Attr9,Attr12,Attr13,Attr17,Attr19,Attr21,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr30,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr45,Attr46,Attr48,Attr49,Attr50,Attr52,Attr53,Attr54,Attr56,Attr57,Attr59,class
3814,0.070974,0.62314,0.06303,0.0,1.748,0.16452,0.11361,1.6048,0.053857,0.98557,0.040602,0.095064,0.22411,0.28152,3.668,0.17281,0.30032,2.5559,0.15534,1.748,0.41196,0.088869,0.19296,0.089948,0.31981,0.72232,0.022025,0.0126,1.0195,0.35929,1.0332,1.1295,0.088869,0.18833,0.093128,0
3815,0.023212,0.94353,0.04152,0.0,2.2222,0.031812,0.018411,1.0599,0.013305,0.93592,0.010446,0.06168,0.053019,0.036627,6.5504,1.4267,0.39285,2.3211,0.032114,2.2222,0.064587,0.014452,0.079825,0.70593,3.4543,1.0374,0.021858,0.009837,1.029,0.42436,1.9404,2.2193,0.014452,0.41103,0.1437,0
3816,-0.17176,0.23457,0.36956,-0.68786,0.95189,-0.73791,-0.093789,4.2631,-0.16326,0.98687,-0.18044,-0.48716,0.2169,-0.45032,-10.141,0.88023,-0.022911,3.842,0.13848,0.95189,0.77005,0.14547,1.2255,-0.0922,-1.2499,2.1023,-0.21705,-0.22803,2.4732,0.23367,1.8231,1.8341,0.14547,-0.22439,0.006043,0
3817,0.063646,0.64592,-0.06309,0.19176,1.0823,0.24941,0.17056,1.5482,0.11034,1.2323,0.10888,0.19409,0.3522,0.15304,0.8303,-0.078422,1.071,0.069426,0.044844,0.619,0.73953,0.076715,0.077983,0.26529,0.98975,0.50737,0.00964,0.016492,0.30268,0.47881,0.43779,0.91925,0.076056,0.18071,1.0997,0
3818,-0.017341,1.1146,-0.25289,-0.2897,1.0535,-0.021011,0.022498,0.89721,-0.009519,1.2857,-0.009613,-0.25812,-0.17625,0.036258,0.19439,-0.58046,0.61776,0.029863,0.033284,1.8299,0.12109,0.018452,0.009973,0.40251,-0.2229,0.59536,-0.024468,-0.013565,0.50632,0.47728,-0.40456,0.27794,0.050766,0.098384,-1.687,0
3819,0.019102,0.89991,-0.019014,0.035516,0.99701,0.029511,0.085788,1.1112,0.025801,1.1454499999999999,0.025743,0.044128,0.094418,0.070689,0.23704,-0.05135,1.207,0.019604,0.017641,0.78023,0.34559,0.023775,0.01075,0.47602,0.096018,0.66403,-0.02687,-0.036212,0.69977,0.87168,0.25499,0.93332,-0.002996,0.20231,0.1599,0
3820,-0.076991,0.82241,-0.017564,-0.007147,0.39781,-0.43441,-0.14012,1.2159,-0.19354,1.1565,-0.19354,-0.082933,-0.073687,-0.06778,-4.7991,-0.020901,1.9712,0.58915,-0.086709,0.39781,0.82277,-0.21796,0.22204,-0.4557,-1.2245,0.54613,-0.10265,-0.25804,0.19415,0.36579,0.21133,0.9791,-0.21796,-0.43354,0.1599,0
3821,0.10675,0.62219,0.1493,0.0,1.4663,0.28143,0.11536,1.6072,0.087604,1.1197,0.072802,0.23075,0.34578,0.237,6.224,0.37868,0.38136,2.1682,0.1173,1.4663,0.45026,0.079994,0.13958,0.12644,0.69505,0.99061,0.082611,0.056338,0.97356,0.33834,0.95828,1.142,0.079994,0.28255,0.19176,0
3824,0.06194,0.52537,0.1569,0.0,2.1713,0.18638,0.053689,1.9034,0.040615,0.96831,0.028526,0.24746,0.36237,0.17193,3.1436,0.42414,0.23557,3.8644,0.14108,2.1713,0.52683,0.064972,0.039755,0.11317,0.20922,0.70592,0.097966,0.045118,1.1993,0.23306,1.283,1.4241,0.064972,0.1305,0.10999,0
3825,0.049857,0.70244,0.017602,0.0,2.3287,0.12511,0.050602,1.4236,0.028046,1.3583,0.02141,0.083012,0.23951,0.14576,2.5344,0.038234,0.25702,3.3215,-0.004408,2.3287,0.4548,-0.001893,0.21136,0.14684,0.4236,0.80825,0.054404,0.023362,0.76821,0.22374,0.64634,0.98788,-0.001893,0.16755,0.52843,0
3826,0.072745,0.35386,0.20991,0.32087,0.99961,0.28274,0.072866,2.826,0.045339,1.0764,0.03625,0.40477,0.6345,0.36168,0.48384,0.44822,0.16141,0.27449,0.09713,2.1124,0.66657,0.048402,0.10089,0.076352,0.43008,1.1267,0.04189,0.020875,1.5025,0.16029,1.3549,1.4234,-0.000388,0.11465,0.050548,0
3828,0.095311,0.4816,0.049625,0.0,1.2192,0.34632,0.17869,2.0764,0.093902,1.1948,0.078178,0.23296,0.49675,0.41253,7.9142,0.080065,0.39068,2.3311,0.096503,1.2192,0.60738,0.079156,0.051149,0.072919,0.74135,0.76119,0.013425,0.011012,0.78942,0.29445,0.83638,0.97994,0.079156,0.18386,0.17165,0
3832,0.2336,0.59851,0.050429,0.0,1.0147,0.52103,0.28681,1.6708,0.23021,1.7062,0.23021,-0.22507,0.25802,0.48626,12.208,0.10061,0.58983,1.1834,0.33527,1.0147,0.55166,0.33041,0.07943,0.065669,3.0119,0.93949,0.18894,0.1862,0.83336,0.63303,0.80102,1.1006,0.33041,0.58183,0.37401,0
3834,0.010467,0.95238,-0.13271,0.0,3.2152,0.011294,0.020099,1.05,0.003255,1.0589,0.003255,0.096533,0.047041,0.067852,1.3697,-0.6442,0.29218,3.2489,0.12101,3.2152,0.073296,0.037638,0.019162,0.34442,0.061542,0.67327,-0.016137,-0.005019,0.8337,0.2995,0.23117,0.3558,0.037637,0.21979,0.53913,0
3835,0.049455,0.51717,0.1658,0.17212,1.0426,0.19445,0.12146,1.9336,0.051111,0.99747,0.042789,0.21212,0.39461,0.25285,0.67663,0.3126,0.42805,0.14503,0.075008,1.1953,0.60798,0.064897,0.075348,0.10877,0.27946,0.96326,-0.006304,-0.005454,0.90802,0.27405,0.74399,1.1463,0.040873,0.12533,0.54072,0
3836,0.014654,0.89772,0.027543,0.0,1.9053,0.018792,0.57586,1.1139,0.007691,1.3632,0.007691,0.020576,0.083188,1.2222,0.0,0.14296,0.46103,0.3473,0.017151,1.9053,0.14768,0.009002,0.027872,0.027643,0.064876,0.74566,-1.0825,-0.56817,0.89932,0.22979,0.53086,0.76653,0.83636,0.14328,0.44395,0
3838,0.030862,0.71597,0.091076,0.0,3.0189,0.05904,0.027371,1.3967,0.013892,0.80244,0.010223,0.0794,0.16144,0.099942,2.2094,0.45865,0.22942,4.0841,0.094844,3.0189,0.2859,0.031416,0.040776,0.20763,0.082124,0.59919,0.033555,0.011115,1.1194,0.24293,1.4304,1.4398,0.031416,0.10866,0.006582,0
3839,0.24671,0.51674,0.1144,0.45119,1.2505,0.97145,0.2164,1.9352,0.17861,1.2012,0.17861,0.45119,0.44935,0.57846,2.5036,0.18111,0.34246,0.5352,0.27656,1.3924,0.71213,0.20022,0.20628,0.051675,2.3874,1.0436,0.22435,0.16242,0.71285,0.2299,0.7114,1.1274,0.20029,0.54903,0.5848,0
3840,0.17769,0.48232,0.40051,0.0,2.7535,0.49151,0.085846,2.0733,0.080209,1.1122,0.064531,0.43768,0.51033,0.40058,11.251,0.25904499999999997,0.1447,5.253,0.21992,2.7535,0.55065,0.079868,0.18898,0.070932,0.49045,1.085,0.19562,0.071042,1.762,0.17735,3.4479,3.6675,0.079868,0.34324,0.0637,0
3841,0.15515,0.52502,0.44099,0.0,1.0382,0.38378,0.20413,1.9047,0.18785,1.1269,0.14944,0.34118,0.43764,0.32772,136.67,0.25904499999999997,0.25101,1.5974,0.19953,1.0382,0.48416,0.19219,0.5391,0.090736,2.3459,1.7377,0.15906,0.1532,1.8078,0.60591,9.3392,9.5198,0.19219,0.32665,0.019337,0
3842,0.040174,0.64657,-0.040072,0.0,1.5862,0.11208,0.054174,1.5466,0.03128,1.2854,0.025327,0.13002,0.28379,0.1183,5.8809,-0.06708,0.37977,2.4121,0.026665,1.5862,0.5265,0.01681,0.10381,0.23288,0.85355,0.80316,0.019917,0.012556,0.62271,0.28386,0.59164,0.88136,0.01681,0.11367,0.48969,0
3843,0.46364,0.48647,0.43918,0.0,2.5462,2.442,0.23089,2.0556,0.22629,1.2664,0.18209,0.59638,0.49629,0.97712,10.135,1.3519,0.17846,5.2963,-0.030257,2.5462,0.76405,-0.011883,0.36198,0.025147,1.7193,1.7184,0.62144,0.24406,1.3878,0.091578,1.5807,2.3519,-0.011883,0.90286,0.48785,0
3847,-0.060149,0.90423,0.24573,-0.34252,1.1088,-0.3897,0.028426,1.1059,-0.054246,1.037,-0.054246,-0.14412,-0.064138,0.034857,0.0,0.40961,0.7732,0.88088,0.023684,1.1088,0.76754,0.02136,0.34297,0.32881,-0.50418,1.8192,-0.091667,-0.082672,0.44245,0.19377,0.15963,1.2794,0.28164,-0.62808,0.1599,0
3849,0.070005,0.67003,0.19556,0.091095,1.1247,0.79051,0.12615,1.4925,0.080753,1.2924,0.061646,0.1225,0.31145,0.18141,1.249,0.28407,0.57939,0.18822,0.12612,1.1384,0.86547,0.11106,0.11578,0.12399,0.74649,1.8774,0.074569,0.065665,0.46501,0.11489,0.45241,1.2572,0.11085,0.22477,1.7789,0
3851,0.11599,0.14382,0.18111,0.36862,1.1935,1.1024,0.21318,6.9533,0.15133,0.92169,0.1213,0.45564,0.85618,1.2177,1.8769,0.26339,0.091343,1.0456,0.15038,0.96564,0.86873,0.15726,0.46338,0.022567,0.99348,1.4903,0.091232,0.095409,2.1721,0.16384,1.2451,1.2634,0.16211,0.13547,0.014657,0
3853,-0.023068,1.3535,-0.87317,-0.22134,1.0289,-0.008202,0.025709,0.73882,-0.008144,1.0846,-0.017304,-0.19757,-0.3535,0.016301,0.29746,-1.5891,0.9324,0.028475,0.038542,1.3362,-0.32368,0.028911,0.083483,0.53182,-0.32933,0.28743,-0.006589,-0.004943,0.33285,1.0216,-0.64334,-0.58906,0.028084,0.065255,-0.084364,0
3854,0.003791,0.63892,0.025426,0.13584,1.0589,0.01431,0.042952,1.5651,0.005576,1.1546,0.002454,0.17388,0.36108,0.096287,0.12454,0.068221,0.2971,0.028434,0.018167,1.5474,0.39813,0.011762,0.30446,0.27677,0.044291,0.90004,-0.039562,-0.025614,0.98182,0.41261,0.96883,1.0682,0.05558,0.010499,0.10259,0
3855,-0.010893,0.71614,-0.41003,0.089213,0.98757,-0.020502,0.044514,1.3964,-0.015461,1.084,-0.011833,0.11351,0.28386,0.061884,-0.22147,-0.57283,0.77693,-0.028827,-0.020644,0.93773,0.30577,-0.022426,0.001334,0.68113,-0.15289,0.30674,-0.075855,-0.082401,0.39684,0.74476,0.39656,0.42717,-0.012586,-0.038376,0.077189,0
3856,0.17888,0.2893,0.12707,0.0,1.0947,0.96814,0.27074,3.4566,0.20155,1.0461,0.1634,0.58348,0.46845,0.8801,41.942,0.19699,0.26427,2.4766,0.38001,1.0947,0.7721,0.34713,0.24464,0.033329,1.9038,1.1453,0.13786,0.12593,1.227,0.31809,1.1018,1.197,0.34713,0.25169,0.08639,0
3857,0.052988,0.42012,0.30909,0.24719,1.03,0.21957,0.072238,2.3803,0.029367,1.0947,0.022759,0.30903,0.56541,0.36371,0.34042,0.81445,0.16728,0.18316,0.076948,2.3541,0.67413,0.03305,0.12193,0.078139,0.23385,1.2649,-0.022865,-0.009821,1.4769,0.13776,1.4899,1.7763,0.029144,0.093715,0.19228,0
3858,0.034541,0.84967,-0.089726,0.0,1.9558,0.053131,0.039349,1.1769,0.01766,1.4666,0.01766,0.04019,0.034541,0.090578,2.2827,-0.2041,0.43227,2.2421,0.050827,1.9558,0.34988,0.025987,0.007665,0.32509,0.32104,0.69649,0.002281,0.001166,0.65954,0.34127,0.34195,0.7959,0.025987,0.22978,1.3275,0
3859,0.085297,0.53764,-0.000642,0.19509,1.1505,0.52496,0.19048,1.86,0.1221,1.4238,0.098246,0.25235,0.43963,0.26907,1.5125,-0.000804,0.60057,0.2123,0.11414,0.88535,0.77533,0.13147,0.25381,0.10187,1.4263,0.70067,0.054778,0.063095,0.3744,0.26759,0.55043,0.97074,0.13079,0.19402,0.7636,0
3861,0.046273,0.41843,-0.030281,0.28419,0.80702,0.28112,0.14496,2.3899,0.073201,1.1129,0.057338,0.078627,0.53423,0.24899,2.4366,-0.036921,0.51849,1.5164,0.17627,0.80702,0.78986,0.21842,0.045059,0.10889,0.4968,0.41265,0.012271,0.015206,0.42984,0.33117,0.70911,0.96308,0.21842,0.0,0.35815,0
3862,0.065703,0.71355,0.057904,0.19994,1.0214,0.18587,0.096887,1.4014,0.047061,1.2774,0.047061,0.19994,0.22021,0.18957,0.53734,0.098374,0.50101,0.10294,0.073451,1.4512,0.58027,0.05261,0.086002,0.16403,0.41549,0.71645,0.003886,0.002783,0.57654,0.2586,0.37411,0.98583,0.020911,0.29837,1.6351,0
3863,0.11383,0.53811,0.083308,0.367,1.5058,0.25824,0.12178,1.8584,0.075594,1.122,0.075594,0.25065,0.45054,0.34077,12.915,0.17505,0.35643,2.524,0.14758,1.5058,0.52735,0.098008,0.011605,0.093011,0.61338,0.76799,0.05376,0.035703,0.97393,0.32453,0.97052,1.1081,0.098008,0.24644,0.14173,0
3864,0.010189,0.81328,0.045727,0.008825,1.0687,-0.030413,0.0661,1.2296,-0.010688,1.191,0.009018,-0.013439,0.1662,0.1192,0.16319,0.082061,0.71526,0.021213,0.017252,1.1437,0.58245,0.01527,0.025432,0.25708,0.10339,0.86697,-0.069503,-0.061517,0.54441,0.37556,0.29825,1.0452,0.064286,0.061304,0.1599,0
3865,0.11303,0.35592,0.058654,0.0,0.94164,0.44156,0.12567,2.8096,0.12003,0.95988,0.12003,0.26828,0.38427,0.33248,0.0,0.08558,0.36713,1.8601,0.035966,0.94164,0.658,0.038195,0.04439,2.2351,1.3489,0.90178,-0.005308,-0.005637,0.88399,0.38663,0.93975,0.96007,0.2969,0.17549,0.021624,0
3867,0.00377,0.7183,-0.05776,0.12679,1.0083,0.011879,0.032348,1.3922,0.002749,1.0955,0.001301,0.17748,0.26481,0.12462,0.10906,-0.14908,0.24416,0.043621,0.031333,2.9157,0.31281,0.010816,0.062683,0.2017,0.030015,0.72645,-0.054414,-0.018783,0.85277,0.23331,0.68348,0.80735,0.008255,0.014236,0.18123,0
3870,0.10455,0.63144,0.26532,0.0,2.1906,0.23974,0.087076,1.5837,0.060474,1.08,0.047729,0.25621,0.29361,0.25786,6.656,1.4568,0.27628,3.2493,0.13884,2.1906,0.42571,0.063382,0.088165,0.098279,0.32404,0.89624,0.09762,0.044564,1.2953,0.26932,2.0237,2.3374,0.063382,0.28368,0.15506,0
3872,0.000209,0.59023,0.27261,0.08098,0.97386,0.006232,0.049573,1.6943,0.002571,1.0046,0.000193,0.098335,0.33909,0.086662,0.15671,0.97281,0.46916,0.029548,0.01744,1.1466,0.48216,0.016092,0.18878,0.28377,0.00057,0.79039,-0.033501,-0.03091,1.2195,0.4018,1.21,1.7206,-0.026837,0.000616,0.42192,0
3873,0.032807,0.53014,0.45863,-0.93647,2.2132,0.064268,0.020167,1.8863,0.014823,1.1845,0.014823,0.016346,0.21795,0.084192,17.439,0.25904499999999997,0.23943,4.1173,0.030453,2.2132,0.47399,0.01376,0.005489,0.47402,0.16082,1.4988,0.013627,0.006157,1.828,0.23387,15.209,15.342,0.01376,0.069823,0.008779,0
3874,0.12277,0.82146,0.30422,0.0,2.0104,0.29107,0.10518,1.2173,0.061066,1.0505,0.061066,0.29321,0.13392,0.2574,0.0,1.1102,0.40623,1.7387,0.029429,2.0104,0.57201,0.014639,0.023962,0.30877,0.48255,1.1181,-0.088681,-0.044111,0.88378,0.2953,0.65158,2.0875,0.28954,0.68762,2.2038,0
3875,-0.003644,0.58781,-0.012589,0.12412,0.99525,-0.015869,0.043,1.7012,-0.005418,1.2265,-0.002902,0.15018,0.35148,0.097235,-0.050167,-0.021563,0.45842,-0.010768,-0.00633,1.3245,0.51052,-0.005041,0.036236,0.35479,-0.018908,0.52119,-0.067128,-0.053459,0.70801,0.33983,0.60202,0.87444,-0.004776,-0.010367,0.4525,0
3876,-0.054089,1.0758,-0.54024,-0.072483,0.9686,-0.046456,0.025662,0.92951,-0.017533,0.7704,-0.019089,-0.090345,-0.10087,0.063493,-0.18056,-1.1474,0.36353,-0.049097,-0.05282,2.906,-0.094444,-0.018641,0.044446,0.50836,-0.26348,0.30287,-0.17522,-0.061836,0.49187,0.36556,-0.21424,-0.20059,-0.03242,0.53623,-0.063684,0
3877,0.059851,0.63682,0.25142,0.0,2.4618,0.16686,0.042346,1.5703,0.031121,0.92429,0.024312,0.13172,0.2867,0.13738,1.1362,0.86863,0.25364,3.82,0.02915,2.4618,0.53496,0.011841,0.034295,0.30696,0.43477,1.2478,0.013885,0.00564,1.1158,0.18874,1.2548,1.8482,0.011841,0.1648,0.47299,0
3879,0.073061,0.52913,0.24192,0.0,1.8129,0.2712,0.058883,1.8899,0.040301,1.2089,0.040301,0.14649,0.073061,0.20175,9.7606,0.49505,0.2376,3.4127,0.007127,1.8129,0.47761,0.003931,0.38272,0.15901,1.1838,1.6689,0.043548,0.024021,0.96634,0.14919,0.96356,0.97734,0.003931,0.15516,0.014301,0
3880,0.021244,0.6704,0.015169,0.0,1.0094,0.051599,0.050267,1.4916,0.021214,1.2618,0.021046,0.026561,0.24493,0.075432,0.0,0.02662,0.44445,1.2104,0.086754,1.0094,0.41864,0.085947,0.55519,0.762,0.35005,0.89032,-0.029327,-0.029054,0.64164,0.5114,0.5784,0.73465,0.19608,0.064453,0.27015,0
3881,-0.031639,0.80083,0.015291,0.002836,1.1308,-0.069313,0.011473,1.2487,-0.034504,1.2005,-0.02798,0.011252,0.11589,0.025411,0.38515,0.03625,0.70576,1.3856,0.021175,1.1308,0.4056,0.018726,0.012703,0.34593,-0.41564,0.89193,-0.026811,-0.023711,0.72199,0.5073,0.47219,0.96158,0.018726,-0.15885,1.0364,0
3883,0.10956,0.65027,0.049312,0.0,2.5581,0.21347,0.06759,1.5378,0.042829,1.2729,0.042829,0.2106,0.066804,0.26589,6.3525,0.11273,0.2495,3.7863,0.09598,2.5581,0.43811,0.03752,0.035275,0.11403,0.72615,0.80211,0.063416,0.02479,0.86511,0.20846,0.79948,1.0015,0.03752,0.31328,0.25273,0
3884,-0.00093,0.36873,0.28252,0.003999,0.87226,0.001474,0.032366,2.712,0.000296,1.073,-0.001066,0.029845,0.61152,0.073344,0.42884,0.52119,0.39316,2.3468,0.006954,0.87226,0.82124,0.007972,0.22305,0.42106,-0.00417,1.3397,-0.026756,-0.030675,1.2419,0.20271,1.1646,1.515,0.007972,-0.001473,0.30092,0
3885,-0.012735,0.30315,0.27466,-0.002367,0.94893,-0.10893,0.093767,3.2987,-0.021462,1.0252,-0.01342,-0.012194,0.386,0.31868,0.046108,0.51015,0.262,3.1631,-0.009971,0.94893,0.74031,-0.010507,0.32291,0.091586,-0.072095,1.5243,-0.10835,-0.11418,1.5227,0.19497,1.2943,1.3751,-0.010507,-0.018275,0.062372,0
3889,0.066774,0.57516,-0.005495,0.082679,1.0594,0.24765,0.10824,1.7386,0.077563,1.3415,0.061871,0.10236,0.41678,0.17367,0.89186,-0.008232,0.53293,0.15798,0.090861,1.1289,0.65392,0.084189,0.11494,0.15253,0.96121,0.77822,0.057749,0.053508,0.57814,0.33179,0.62441,0.97969,0.056027,0.16022,0.56899,0
3890,0.066774,0.57516,-0.005495,0.10558,1.0594,0.24765,0.10824,1.7386,0.077563,1.3415,0.061871,0.12527,0.41678,0.17367,0.89186,-0.008232,0.50296,0.15798,0.090861,1.1289,0.65392,0.084189,0.11494,0.15253,0.96121,0.77822,0.057749,0.053508,0.57814,0.33179,0.62441,0.97969,0.056027,0.16022,0.56899,0
3893,0.018146,0.84725,-0.056149,0.0,1.6646,0.027901,0.03223,1.1803,0.013832,1.306,0.010901,0.041616,0.1205,0.057565,1.4484,-0.24318,0.50741,1.9182,0.039386,1.6646,0.1741,0.023661,0.02142,0.40142,0.078315,0.65119,0.009103,0.005469,0.90776,0.50778,0.66153,0.75402,0.023661,0.1188,0.13981,0
3894,0.27199,0.37851,0.1907,0.0,2.2774,0.9402,0.12087,2.6419,0.11943,1.1451,0.11943,0.43229,0.27199,0.72723,0.0,0.36672,0.1662,5.4525,0.000236,2.2774,0.71071,0.000104,0.44606,0.10873,3.4722,1.3884,-0.00328,-0.00144,1.2681,0.14017,1.1951,1.3667,0.093771,0.43764,0.14357,0
3897,0.027329,0.82487,-0.18145,0.0,1.4889,0.059405,0.093727,1.2123,0.018356,1.159,0.018356,0.18291,0.14492,0.16918,0.0,-0.25152,0.54674,1.4773,0.005051,1.4889,0.50371,0.003393,0.030906,0.24502,0.42289,0.46511,-0.11222,-0.075372,0.33775,0.37752,0.24277,0.69824,0.18152,0.15605,1.8761,0
3900,0.30286,0.26161,0.28986,0.0,1.3025,1.3603,0.33339,3.8225,0.23252,1.1667,0.23252,0.6012,0.73745,1.6599,16.667,0.59458,0.12535,3.7474,0.32217,1.3025,0.77736,0.24734,0.4471,0.0193,3.242,1.8823,0.18907,0.14515,1.959,0.2271,1.5146,1.5946,0.24734,0.41017,0.052774,0
3904,0.043157,0.6751,0.015568,0.0,2.7948,0.097003,0.046444,1.4813,0.018522,1.1548,0.015442,0.078467,0.23854,0.17952,3.5194,0.034534,0.24097,4.1513,-0.007767,2.7948,0.41672,-0.002779,0.016493,0.16416,0.12612,0.38791,-0.018991,-0.006795,0.81351,0.19041,0.72072,0.9244,-0.002779,0.13283,0.28261,0
3905,0.005066,0.4416,0.036771,0.016162,1.0177,0.031157,0.089418,2.2645,0.00819,1.133,0.005176,0.022812,0.5584,0.19151,0.22665,0.052089,0.45013,0.049358,0.021797,0.99037,0.74271,0.022269,0.004186,0.14332,0.058158,0.80437,-0.057706,-0.058958,0.66591,0.26754,0.79101,1.0521,0.017437,0.009072,0.33006,0
3909,0.28367,0.37159,0.45496,0.31265,2.5816,1.317,0.12188,2.6912,0.10988,1.0978,0.10988,0.63243,0.59632,0.84679,31.784,1.3801,0.12381,6.1131,0.3101,2.5816,0.78461,0.12012,0.25247,0.038819,1.9827,2.448,0.2571,0.099588,1.804,0.094822,1.9063,2.3801,0.12012,0.4514,0.24855,0
3911,0.082833,0.50917,0.52907,-0.17378,0.7005,1.4882,0.19752,1.964,0.14614,0.84677,0.11825,0.2149,0.34752,0.23338,4.2122,1.3156,0.089204,1.2048,0.087044,0.7005,0.9213,0.12426,0.108595,0.14035,2.3422,8.1771,0.048938,0.069862,1.1742,0.11213,1.2205,2.291,0.12426,0.16876,0.87703,0
3913,0.068907,0.6669,-0.14282,0.093229,1.0676,0.16858,0.12638,1.4995,0.071826,1.4917,0.059199,0.10884,0.318,0.19854,0.6723,-0.22078,0.56236,0.10991,0.073299,1.209,0.48897,0.062972,0.030684,0.16027,1.0008,0.57318,0.009797,0.008417,0.52948,0.45487,0.49158,0.75588,0.063326,0.21669,0.53765,0
3914,0.022906,0.66099,0.09588,0.0,0.79389,0.098264,0.074557,1.5129,0.035846,1.1551,0.028852,0.040213,0.17231,0.081148,3.5782,0.15603,0.82661,1.1876,0.00889,0.79389,0.68023,0.011198,0.038018,0.33538,0.22,0.97156,0.004232,0.005331,0.5832,0.36893,0.55168,1.107,0.011198,0.067565,1.0065,0
3915,0.084966,0.49058,-0.093108,0.23155,1.0424,0.2146,0.073966,2.0384,0.042703,1.2218,0.034535,0.28592,0.49658,0.32998,0.4232,-0.15427,0.19339,0.2036,0.099881,2.4659,0.4976,0.040598,0.030438,0.091228,0.58517,0.51323,0.022965,0.009334,0.80813,0.20743,0.82278,0.82447,0.040695,0.1711,0.002052,0
3916,0.032147,0.64,-0.045179,0.096015,1.0166,0.085632,0.085407,1.5625,0.026754,1.3987,0.020522,0.12526,0.27159,0.19379,0.33702,-0.08129,0.40585,0.08114,0.051929,1.6085,0.42218,0.033151,0.010117,0.14631,0.1791,0.54092,-0.039948,-0.025502,0.69411,0.31763,0.48868,0.75963,0.016372,0.11837,0.55446,0
3917,0.004876,0.708,0.041765,0.022706,2.0145,0.008213,0.021419,1.4124,0.00242,1.1915,0.00242,0.027582,0.16701,0.060943,1.0044,0.11454,0.35146,2.8184,0.019058,2.0145,0.40114,0.009461,0.014283,0.35381,0.030141,0.79787,-0.009841,-0.004885,0.89743,0.29749,0.80083,1.1002,0.009461,0.016697,0.37379,0
3918,-0.009823,0.79221,0.1679,-0.001208,1.0028,-0.037176,0.009867,1.2623,-0.008209,0.84399,-0.007953,0.006387,0.19003,0.015784,-0.001541,0.30016,0.6399,-0.00024,-0.00019,1.2562,0.7095,-0.000154,0.013134,1.1766,-0.070179,1.1024,-0.022516,-0.01823,0.55621,0.22145,0.33973,1.2684,0.002818,-0.051689,0.1599,0
3919,0.026465,0.7286,-0.1093,0.0,2.3403,0.040992,0.029699,1.3725,0.012491,1.1418,0.011308,0.042417,0.23285,0.091595,2.3795,-0.27591,0.29892,3.1441,0.04954,2.3403,0.27523,0.021168,0.042236,0.2739,0.34058,0.73777,0.008127,0.003472,0.82877,0.31131,0.6887,0.69475,0.021168,0.097001,0.008793,0
3920,-0.012884,0.7366,-0.27296,-0.049438,1.0412,-0.01793,0.055932,1.3576,-0.008112,1.4664,-0.010119,-0.046184,0.23138,0.093207,0.45302,-0.39164,0.57647,0.075204,0.055396,1.2903,0.39199,0.043509,0.010949,0.17685,-0.18016,0.40195,-0.026145,-0.020535,0.4114,0.47105,0.33199,0.56242,0.039586,-0.055684,0.6941,0
3922,0.068761,0.28704,0.26514,-0.47913,1.4226,0.27728,0.064284,3.4838,0.048333,1.1947,0.048333,0.076375,0.49018,0.31861,0.0,0.54458,0.084585,3.5021,0.01039,1.4226,0.72446,0.007303,0.67855,0.42163,0.57496,1.5869,-0.022693,-0.015951,1.7876,0.24669,1.4644,1.488,0.2934,0.096444,0.016125,0
3926,-0.13121,0.5596,0.15191,-1.3865,0.96777,-0.50019,0.01545,1.787,-0.13558,0.90293,-0.13558,-0.29758,-1.5177,0.02672,-16.075,0.25933,0.56556,1.9641,-0.13137,0.96777,0.76013,-0.13575,0.054024,0.96953,-1.1265,1.1351,-0.27309,-0.28218,0.74022,0.23866,0.75182,1.2977,-0.13575,-0.29794,0.72602,0
3927,0.01944,0.78972,-0.14321,0.0,1.9875,0.028426,0.023574,1.2663,0.009781,1.1198,0.009781,0.038228,0.019633,0.059328,1.5218,-0.31177,0.37938,2.4978,0.01492,1.9875,0.29739,0.007507,0.064765,0.55775,0.24231,0.67328,-0.007629,-0.003839,0.68461,0.34669,0.45778,0.64742,0.007507,0.092448,0.41427,0
3928,0.12325,0.11955,0.46295,0.22573,1.1856,1.2851,0.2309,8.3649,0.16159,1.2133,0.12968,0.2814,0.85849,1.582,1.8187,1.1088,-0.20499,1.2196,0.14579,0.96579,0.85853,0.1534,0.108595,0.018568,1.304,4.083,0.079921,0.084092,4.8722,0.14908,2.0561,2.0562,0.15652,0.14357,4.7e-05,0
3929,0.13299,0.47693,0.003356,0.0,0.89805,0.61323,0.34848,2.0967,0.18336,1.2158,0.14809,0.24504,0.5079,0.58976,9.2477,0.004608,0.38663,1.5239,0.17127,0.89805,0.70669,0.19072,0.49047,0.048208,8.6972,0.95555,0.033207,0.036977,0.57007,0.36948,0.71839,0.97057,0.19072,0.25425,0.35105,0
3930,0.044255,0.73077,0.14472,-0.001356,2.2973,0.082414,0.036649,1.3684,0.024039,0.78492,0.019264,0.17321,0.23225,0.1002,2.9286,0.78162,0.30999,3.0401,0.07569,2.2973,0.3231,0.032947,0.030905,0.22177,0.42087,1.0591,0.051898,0.022591,1.115,0.30163,1.4541,1.745,0.032947,0.16438,0.20009,0
